Temp,Humd,Label
972,176,0
910,217,0
177,844,0
224,899,0
596,975,0
208,733,0
229,840,0
221,165,0
661,309,0
500,788,0
679,970,0
108,165,0
253,970,0
269,208,0
730,426,0
485,961,0
358,160,0
568,231,0
342,114,0
372,857,0
552,600,0
138,340,0
638,183,0
203,723,0
110,634,0
939,927,0
601,266,0
538,630,0
932,522,0
762,798,0
207,287,0
491,354,0
814,153,0
329,534,0
440,745,0
327,928,0
907,555,0
941,356,0
336,116,0
332,123,0
795,756,0
908,362,0
179,359,0
841,308,0
167,328,0
611,492,0
404,633,0
169,465,0
469,245,0
720,496,0
641,317,0
317,973,0
354,531,0
430,513,0
575,394,0
535,295,0
377,135,0
820,782,0
760,370,0
709,785,0
114,846,0
844,216,0
687,538,0
826,584,0
574,816,0
736,176,0
135,308,0
557,694,0
531,221,0
731,963,0
606,639,0
125,346,0
728,900,0
682,522,0
717,448,0
446,468,0
862,427,0
242,908,0
250,218,0
340,596,0
853,509,0
291,239,0
527,413,0
874,256,0
925,203,0
512,833,0
821,330,0
980,546,0
567,446,0
351,973,0
321,784,0
141,888,0
589,938,0
248,255,0
421,850,0
371,904,0
932,924,0
147,130,0
433,235,0
920,837,0
993,445,0
700,537,0
426,675,0
760,331,0
674,708,0
163,151,0
863,700,0
800,423,0
160,933,0
353,240,0
468,825,0
436,257,0
876,563,0
755,313,0
390,641,0
685,508,0
123,186,0
109,995,0
952,878,0
323,269,0
786,703,0
783,836,0
191,764,0
854,521,0
449,811,0
149,427,0
567,503,0
663,662,0
377,728,0
152,722,0
174,810,0
863,244,0
763,423,0
452,980,0
460,724,0
625,552,0
212,302,0
588,969,0
372,613,0
882,204,0
589,125,0
631,449,0
440,637,0
178,803,0
666,355,0
641,320,0
960,358,0
397,764,0
176,550,0
982,151,0
443,504,0
297,472,0
861,483,0
921,743,0
829,778,0
122,189,0
669,271,0
195,708,0
663,281,0
489,448,0
514,826,0
588,361,0
322,392,0
187,893,0
633,555,0
910,910,0
843,170,0
813,136,0
339,618,0
592,578,0
165,705,0
519,572,0
510,554,0
799,665,0
999,854,0
668,576,0
341,100,0
686,671,0
369,955,0
534,135,0
807,597,0
352,272,0
415,754,0
507,279,0
581,982,0
475,945,0
508,807,0
690,261,0
911,111,0
686,229,0
197,317,0
799,848,0
318,613,0
775,498,0
133,429,0
384,678,0
970,919,0
534,728,0
629,292,0
704,848,0
750,305,0
129,705,0
209,447,0
240,564,0
329,585,0
276,455,0
940,811,0
244,262,0
160,865,0
612,847,0
643,101,0
842,211,0
148,891,0
896,569,0
691,913,0
526,824,0
551,697,0
247,962,0
838,772,0
452,147,0
673,360,0
191,237,0
261,723,0
442,928,0
363,149,0
294,248,0
767,144,0
935,541,0
874,423,0
701,329,0
183,714,0
554,859,0
359,852,0
340,660,0
318,366,0
646,874,0
470,821,0
290,706,0
578,545,0
203,370,0
550,234,0
310,321,0
949,927,0
421,911,0
379,484,0
571,156,0
945,319,0
645,370,0
579,871,0
548,372,0
397,112,0
787,804,0
463,163,0
708,528,0
498,366,0
111,798,0
202,930,0
496,666,0
428,855,0
645,987,0
919,254,0
313,839,0
743,806,0
676,974,0
354,792,0
826,364,0
654,380,0
521,421,0
694,166,0
140,528,0
867,910,0
289,431,0
158,726,0
893,820,0
898,242,0
388,679,0
117,591,0
519,150,0
652,267,0
154,172,0
285,870,0
681,269,0
770,169,0
220,493,0
518,342,0
560,871,0
460,591,0
399,257,0
431,495,0
190,109,0
883,386,0
594,503,0
793,515,0
783,258,0
722,530,0
427,695,0
928,788,0
484,392,0
682,750,0
734,477,0
766,766,0
865,634,0
647,661,0
446,932,0
994,203,0
516,385,0
772,112,0
338,943,0
843,309,0
938,430,0
749,528,0
926,393,0
420,115,0
235,783,0
863,118,0
763,999,0
450,648,0
558,872,0
423,134,0
597,640,0
706,249,0
109,311,0
515,329,0
608,615,0
317,375,0
877,529,0
136,287,0
941,887,0
554,673,0
651,820,0
562,585,0
211,658,0
192,803,0
535,619,0
473,727,0
937,534,0
893,713,0
604,918,0
162,105,0
263,309,0
814,632,0
590,808,0
631,641,0
935,294,0
500,225,0
316,557,0
333,770,0
260,443,0
464,491,0
866,986,0
150,648,0
784,330,0
945,460,0
461,971,0
857,730,0
658,359,0
824,812,0
805,767,0
769,174,0
397,806,0
922,994,0
915,176,0
621,694,0
932,815,0
145,907,0
388,853,0
870,680,0
381,247,0
784,687,0
770,619,0
578,587,0
725,660,0
621,517,0
931,384,0
239,609,0
863,750,0
853,807,0
772,519,0
118,500,0
165,460,0
800,513,0
282,177,0
195,962,0
727,941,0
553,773,0
939,510,0
787,303,0
998,170,0
372,634,0
841,556,0
326,775,0
288,603,0
241,850,0
164,419,0
685,485,0
799,574,0
985,223,0
194,614,0
348,183,0
948,898,0
590,357,0
694,158,0
208,685,0
854,637,0
366,901,0
354,876,0
354,876,0
355,875,0
356,874,0
357,873,0
358,872,0
359,871,0
360,870,0
361,869,0
362,868,0
363,867,0
364,866,0
365,865,0
366,864,0
367,863,0
368,862,0
369,861,0
370,860,0
371,859,0
372,858,0
373,857,0
374,856,0
375,855,0
376,854,0
377,853,0
378,852,0
379,851,0
380,850,0
381,849,0
382,848,0
383,847,0
384,846,0
385,845,0
386,844,0
387,843,0
388,842,0
389,841,0
390,840,0
391,839,0
392,838,0
393,837,0
394,836,0
395,835,0
396,834,0
397,833,0
398,832,0
399,831,0
400,830,0
401,829,0
402,828,0
403,827,0
404,826,0
405,825,0
406,824,0
407,823,0
408,822,0
409,821,0
410,820,0
411,819,0
412,818,0
413,817,0
414,816,0
415,815,0
416,814,0
417,813,0
418,812,0
419,811,0
420,810,0
421,809,0
422,808,0
423,807,0
424,806,0
425,805,0
426,804,0
427,803,0
428,802,0
429,801,0
430,800,0
431,799,0
432,798,0
433,797,0
434,796,0
435,795,0
436,794,0
437,793,0
438,792,0
439,791,0
440,790,0
441,789,0
442,788,0
443,787,0
444,786,0
445,785,0
446,784,0
447,783,0
448,782,0
449,781,0
450,780,0
451,779,0
452,778,0
453,777,0
454,776,0
455,775,0
456,774,0
457,773,0
458,772,0
459,771,0
460,770,0
461,769,0
462,768,0
463,767,0
464,766,0
465,765,0
466,764,0
467,763,0
468,762,0
469,761,0
470,760,0
471,759,0
472,758,0
473,757,0
474,756,0
475,755,0
476,754,0
477,753,0
478,752,0
479,751,0
480,750,0
481,749,0
482,748,0
483,747,0
484,746,0
485,745,0
486,744,0
487,743,0
488,742,0
489,741,0
490,740,0
491,739,0
492,738,0
493,737,0
494,736,0
495,735,0
496,734,0
497,733,0
498,732,0
499,731,0
500,730,0
501,729,0
502,728,0
503,727,0
504,726,0
505,725,0
506,724,0
507,723,0
508,722,0
509,721,0
510,720,0
511,719,0
512,718,0
513,717,0
514,716,0
515,715,0
516,714,0
517,713,0
518,712,0
519,711,0
520,710,0
521,709,0
522,708,0
523,707,0
524,706,0
525,705,0
526,704,0
527,703,0
528,702,0
529,701,0
530,700,0
531,699,0
532,698,0
533,697,0
534,696,0
535,695,0
536,694,0
537,693,0
538,692,0
539,691,0
540,690,0
541,689,0
542,688,0
543,687,0
544,686,0
545,685,0
546,684,0
547,683,0
548,682,0
549,681,0
550,680,0
551,679,0
552,678,0
553,677,0
